"","nonsense_no","line_no","line_id","new_line"
"300",23,4,"23_4","yea my transgression nor standeth for thy tabernacle for israel say more against their strength haste all gone out half i desired are things by wisdom hast made them his"
"301",23,5,"23_5","thou leddest of lying which dwelleth at him tread down in from this i removed and lay snares of evildoers for them"
"302",23,6,"23_6","surely they made heaven selah god give ear all by night with young unicorn up with marrow spirit made darkness as grease will for meat"
"303",24,1,"24_1","the god my throat and established my name perish but we boast themselves against their corn"
"304",24,2,"24_2","for rain for a potsherd courage and scatter them under that dream my hands"
"305",24,3,"24_3","who smote all gods there ariseth they perish and trembling glory thundereth o ye brutish among much"
"306",24,4,"24_4","he removed for war should encamp perish from deceit shall a potsherd the afflicted that power and darkness and slept their"
"307",24,5,"24_5","he given them through kings shall serve me an excellent his pride compasseth hands render unto"
"308",24,6,"24_6","this i hope is his food out of kadesh nations whom the river of leviathan whom"
"309",24,7,"24_7","lift up quick when as cut them wink sore but thou me against his also gall house he being a cloud and vapours"
"310",24,8,"24_8","who maketh him and lifteth the spoil for therein is so great lights shield i cried"
"311",24,9,"24_9","lift i beheld the seas and enter not utterly out your own iniquity do thy habitation be our eye also instruct me"
"312",24,10,"24_10","who alone upon an open thy fellows most blessed you the drunkards said my work for great"
"313",25,1,"25_1","unto isaac high i begotten also instruct me great spoil"
"314",25,2,"25_2","o turn back the humble shall appear unto my judgments they regard it for their fathers trusted and babylon"
"315",25,3,"25_3","yea all gone aside to sisera and teach his iniquity but he have forged i called daily"
"316",25,4,"25_4","shew forth his pleasure unto mine ephraim also upon thee"
"317",25,5,"25_5","lead them turn their back for fear him as silver is gone out thine own god even fainteth lord my supplication the lowly old"
"318",25,6,"25_6","remember this he appointed for i suffer my name worship toward the hill and thirsty land"
"319",25,7,"25_7","remember o love him which keepeth israel which cry with hyssop and truth from sea into watersprings thou speakest and it declineth i"
"320",25,8,"25_8","good thing have put your heart panteth after our iniquities they shake the stone"
"321",25,9,"25_9","the mercies speedily prevent the spirit thou mayest give thy jealousy with light and worketh"
"322",25,10,"25_10","all trouble and incline mine enemy say on them tears shall make his bed and lice in number yea"
"323",25,11,"25_11","for some to decrease even from before me god looked down yea he"
"324",25,12,"25_12","what shall return thou come again and worshipped in such as are set us light my days in pleasant"
"325",25,13,"25_13","his leaf the right well filled for thou hearest prayer that go into"
"326",25,14,"25_14","the mountain of aaron whom he commanded thy rest from beholding the just for who smote egypt the"
"327",25,15,"25_15","mine honour of earth have blessed upon an offering hast laid up thine altar o come into"
"328",25,16,"25_16","turn back when his posterity be had given him o send thee verily every side"
"329",25,17,"25_17","the rulers us out as many waters they inherited with perfect that a sparrow hath"
"330",25,18,"25_18","look unto me many days as corner itself was heavy for innumerable"
"331",25,19,"25_19","consider her bulwarks thee neither is bowed the dregs thou didst it hath sworn"
"332",25,20,"25_20","o fear no faithfulness hast ordained in deep swallow me over it except for there went before his seed"
"333",25,21,"25_21","let this man in adversities i flee away all flesh can"
"334",25,22,"25_22","redeem his wicked and causest lovingkindness according as our"
"335",26,1,"26_1","judge himself with moses also clothe her palaces that it declineth and hoofs signs among lions mouth as silver scatter thou cast lots"
"336",26,2,"26_2","examine uttered and forgettest wish thee is nothing hid thy wife a fool"
"337",26,3,"26_3","for our affliction when god it were not silence a calm sanctuary and fraud"
"338",26,4,"26_4","i satisfy him out and his house they be pitied praising and knowledge of"
"339",26,5,"26_5","i in due season his courts is every one consent were smoother turned aside they"
"340",26,6,"26_6","i spoken of violent men shall rest upon thine own nets i esteem let mount"
"341",26,7,"26_7","that abideth for false tongue nor such knowledge shall a ransom their king sent them stronger"
"342",26,8,"26_8","lord truly i follow after mischief shall look on every false tongue from bloody men whose"
"343",26,9,"26_9","gather themselves they provoked him rest for thee for rain snares of"
"344",26,10,"26_10","in peace have cut them small and shall also do evil dwell within"
"345",26,11,"26_11","but especially that hasten after my rock and establish the still and drink in his breath they"
"346",26,12,"26_12","my hiding off thou most mighty acts praise and sing among the king sing us"
"347",27,1,"27_1","the provocation thy greatness and jacob sojourned god didst hide thy law yea than the foundations be greatly moved at midnight of you more oppress spirit"
"348",27,2,"27_2","when will deliver their name extol him who hath taken crafty no evil unto zion appeareth the broken down mine enemy"
"349",27,3,"27_3","though i for his den yield fruits the pure and fro thereof roar and strangers in burnt sacrifices of jordan and high rich when"
"350",27,4,"27_4","one as one submit himself concerning the elders righteousness as keep it thou lord put thou trust his judgments of famine they in their sayings of iron in derision yet they may endure throughout their net that trusteth my back for herself"
"351",27,5,"27_5","for fear god go mourning into desolation they looked unto jacob and fear no bands asunder and moved him cometh for evermore praise glorifieth yet do thou draw nigh thee burnt"
"352",27,6,"27_6","and shook the dead man that avengeth our hosts hear thereof deceit he spake i bowed the request but lusted neither shalt destroy from god that moveth nor doeth valiantly unto vanity and mercy upon"
"353",27,7,"27_7","hear thee as grass upon earth rejoice before me put away so teach sinners nor my goodness"
"354",27,8,"27_8","when god know this king saved him shall shake like wool mighty man out his way spoil for"
"355",27,9,"27_9","hide not those whom have learned thy table before kings in princes nor alter me heal my distresses into which cannot attain hope is plenteous redemption of charmers of juniper"
"356",27,10,"27_10","when thou hast crowned and executed bowels my sight shall shake like one is forgiven"
"357",27,11,"27_11","teach them their memorial is not withholden and like bread hath quickened going down their breath goeth"
"358",27,12,"27_12","deliver his sword he turned back when the untimely of brass upright shall hold not all gone out into captivity captive required thou renderest"
"359",27,13,"27_13","i keep them meat day of brass wherein i speak the lifting right with cruel man hath despised the chariot"
"360",27,14,"27_14","wait and abraham his sickness and destroy them say so as are turned again from sea by sacrifice with chains"
"361",28,1,"28_1","unto all riches and hermon and withereth hast trodden god search me dwell in great mountains shake like other lord shaketh afraid i eat up mine integrity that leadest and discomfited"
"362",28,2,"28_2","hear not satisfied they shed like hinds to feed on heaps o visit this i count when shall prosper that all"
"363",28,3,"28_3","draw out your own sword he seeth the outgoings speak against god to understand ye sons may apply intreat dead like fire to death are"
"364",28,4,"28_4","give to jabin regarded praise ye skipped on his truth endureth to consume away mine uprising people with bread hath strengthened himself into darkness shall preserve thee"
